"Institutions","Links","Quantity of digitized items","IIIF","Copyright","Free Cultural Works license","Country","City","lat","lng","Additional data","Post",""
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=auxerre&newSearch=1 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Auxerre","47.793653","3.575586","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Tours&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Tours","47.394144","0.68484","Explore","No post available","0"
"Biblioteca civica Cristoforo Sabbadino","http://www.nuovabibliotecamanoscritta.it/Generale/BibliotecaDigitale/caricaVolumi.html?codice=9 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Italy","Chioggia","45.216052","12.277146","Explore","No post available","0"
"The Ritman Library / Bibliotheca Philosophica Hermetica","http://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=bph&author=Type+in+query...+%28autocompleted%29&title=Type Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Netherlands","Amsterdam","52.374269","4.882299","Explore","No post available","0"
"Fondation Martin Bodmer","https://www.e-codices.unifr.ch/en/list/fmb Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","yes","Unknown","no","Switzerland","Cologny","46.215268","6.180629","Explore","No post available","0"
"Columbia University, Augustus C. Long Health Sciences Library","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=18&docsPerPage=30 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","United States of America","New York","40.823275","-73.947739","Explore","No post available","1"
"Universiteitsbibliotheek Tilburg University","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=tilburg&author=Type+in+query...+%28autocompleted%29&title Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Netherlands","Tilburg","51.564045","5.043603","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=VALENCIENNES&TOUT=true Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Valenciennes","50.359679","3.519563","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=DOUAI&TOUT=true Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","no","Unknown","no","France","Douai","50.367617","3.073704","Explore","No post available","0"
"Studienbibliothek","http://www.manuscripta-mediaevalia.de/?xdb_objtype!%22digitalisierteHandschriften%22%20biblio%3ADillingen Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Dillingen an der Donau","48.576892","10.491123","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CAHORS&TOUT=true Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Cahors","44.474314","1.40688","Explore","No post available","0"
"Archiv der Zisterzienserinnenabtei","https://www.bayerische-landesbibliothek-online.de/seligenthal Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Seligenthal","48.54228","12.14847","Explore","No post available","0"
"Archivio dell'Opera di Santa Maria del Fiore di Firenze","https://codicicorali.operaduomo.firenze.it/ Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Italy","Florence","43.773168","11.258017","Explore","No post available","0"
"Osterreichischen Nationalbibliothek","https://search.onb.ac.at/primo-explore/search?query=any,contains,*&tab=onb_digital&search_scope=ONB_digital&vid=ONB&facet=searchcreationdate,include,-500%7C,%7C1500&offset=0&fn=search Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","Austria","Vienna","48.206111","16.366389","Explore","No post available","0"
"Koninklijke Bibliotheek - Nationale bibliotheek van Nederland (Including  Museum Meermanno | Huis van het Boek)","http://manuscripts.kb.nl/ Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Netherlands","The Hague","52.081739","4.327369","Explore","No post available","0"
"Domschatz der St. Ursen-Kathedrale","http://www.manuscripta-mediaevalia.de/?xdb_objtype!%22digitalisierteHandschriften%22%20biblio%3ADomschatz%20sp-datum%3C1550 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Switzerland","Solothurn","47.208117","7.538777","Explore","No post available","0"
"Universitätsbibliothek Mannheim","https://digi.bib.uni-mannheim.de/suchergebnissammlung/ Digitized manuscripts","Unknown","no","Unknown","no","Germany","Mannheim","49.487459","8.46604","Explore","No post available","0"
"Universite catholique de l'Ouest, Bibliotheque centrale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Universit%C3%A9+catholique+de+l%27Ouest,+Biblioth%C3%A8que+centrale&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Angers","47.462173","-0.547861","Explore","No post available","0"
"Biblioteca Nacional de Catalunya","https://mdc1.csuc.cat/ Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Spain","Barcelona","41.380464","2.170341","Explore","No post available","0"
"Staatsarchiv","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Hamburg Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Hamburg","53.5754241","10.0686062","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CASTRES&TOUT=true Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Castres","43.607151","2.253273","Explore","No post available","0"
"Archives diocesaines","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Rodez,+Archives+dioc%C3%A9saines&newSearch=1 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Rodez","44.347975","2.57439","Explore","No post available","0"
"Thüringer Universitäts- und Landesbibliothek Jena","https://collections.thulb.uni-jena.de/servlets/solr/select?numPerPage=10&q=%2Bcomponent.top:%22sondersh%C3%A4user.fragmente%22&mask=content/main/component.xml&version=4.5&start=170&rows=10 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Jena","50.930698","11.588001","Explore","No post available","0"
"Historisches Archiv der Stadt Köln","https://historischesarchivkoeln.de/welcome.xhtml Digitized manuscripts","Unknown","no","Unknown","no","Germany","Cologne","50.93467","6.96211","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Quimper&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Quimper","47.997581","-4.097899","Explore","No post available","0"
"State Library of New South Wales","https://digital.sl.nsw.gov.au/delivery/DeliveryManagerServlet?embedded=true&toolbar=false&dps_pid=IE3718547 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Australia","Sydney","-33.866754","151.212784","Explore","No post available","0"
"Franklin & Marshall College, Shadek-Fackenthal Library","https://bibliophilly.library.upenn.edu/?keyword=Franklin+~+Marshall+College,+Shadek-Fackenthal+Library Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","United States of America","Philadelphia","40.0446","-76.31977","Explore","No post available","0"
"University of Notre Dame, Hesburgh Library, Special Collections","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=14&docsPerPage=30 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","Notre Dame","41.702683","-86.234097","Explore","No post available","1"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Laval&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Laval","48.077863","-0.770138","Explore","No post available","0"
"Germanischen Nationalmuseum","https://dlib.gnm.de/ Digitized manuscripts","Unknown","no","Unknown","no","Germany","Nuremberg","49.448249","11.075511","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=ARRAS&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Arras","50.281989","2.784427","Explore","No post available","0"
"University of California, Berkeley, Robbins Collection","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=11&docsPerPage=30 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","Berkeley","37.869972","-122.253297","Explore","No post available","1"
"Abbaye de Saint-Maurice","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Saint-Maurice%2C+Abbaye+de+Saint-Maurice Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Saint-Maurice","46.219898","7.003899","Explore","No post available","0"
"Melk","https://manuscripta.at/lib.php?libcode=AT6000 Digitized manuscripts","Unknown","no","Unknown","no","Austria","Benediktinerstift","48.229458","15.333505","Explore","No post available","0"
"General Theological Seminary, Christoph Keller, Jr. Library, Special Collections","https://search.digital-scriptorium.org/?f%5Binstitution_facet%5D%5B%5D=General+Theological+Seminary Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","United States of America","New York","40.745931","-74.003672","Explore","No post available","0"
"Universitätsbibliothek","https://www.e-codices.unifr.ch/en/list/ubb Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Basel","47.55901","7.580962","Explore","No post available","0"
"KU Leuven Libraries (via Flandrica)","http://www.flandrica.be/solr-search/results/?solrq=*%20*&solrfacet=136_s:%22handschrift%22+AND+collection:%22ku%20leuven%20bibliotheken%22 Digitized manuscripts","Unknown","no","Unknown","no","Belgium","Leuven","50.878002","4.707499","Explore","No post available","0"
"National Library of Finland","http://fragmenta.kansalliskirjasto.fi/ Digitized manuscripts","Unknown","no","Unknown","no","Finland","Helsinki","60.170351","24.95068","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=HYERES&TOUT=true Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Hyres","43.075761","5.92789","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=ROUEN&TOUT=true Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Rouen","49.443844","1.106998","Explore","No post available","0"
"Historisches Museum","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=K%C3%B6then Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Kothen","51.7538151","11.9746275","Explore","No post available","0"
"Bibliotheque diocesain","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Nantes,+Biblioth%C3%A8que+dioc%C3%A9sain&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Nantes","47.218371","-1.553621","Explore","No post available","0"
"University of Sydney","http://www.library.usyd.edu.au/libraries/rare/7digmat.html Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Australia","Sydney","-33.881738","151.049136","Explore","No post available","0"
"Stofnun Arna Magnussonar","http://handrit.is/en/institution/collectionsview/SAM Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Iceland","Reykjavik","64.1405","-21.949","Explore","No post available","0"
"Albert-Ludwigs-Universitat Freiburg","https://www.ub.uni-freiburg.de/recherche/digitale-bibliothek/freiburger-historische-bestaende/mittelalter/ Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Freiburg im Breisgau","47.986787","7.872744","Explore","No post available","0"
"University College Dublin","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/UCD/english/index.html?ref= Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Ireland","Dublin","53.307227","-6.219077","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Chateauroux&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Chateauroux","46.811416","1.686779","Explore","No post available","0"
"Tresoar","http://collections.tresoar.nl/digital/collection/TRLdb/search Digitized manuscripts","Unknown","no","Unknown","no","Netherlands","Leeuwarden","53.203412","5.790062","Explore","No post available","0"
"Staatsarchiv","https://www.e-codices.unifr.ch/en/list/stash Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Schaffhausen","47.695832","8.634199","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Vendome&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Vendome","47.792551","1.065343","Explore","No post available","0"
"Rijksuniversiteit Groningen","https://facsimile.ub.rug.nl/digital/collection/membradisje!manuscripts/search Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Netherlands","Groningen","53.219263","6.562989","Explore","No post available","0"
"Staatsarchiv Obwalden","https://www.e-codices.unifr.ch/en/list/staow Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Sarnen","46.896117","8.2451","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Joigny&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Joigny","47.980967","3.398961","Explore","No post available","0"
"Mediatheque Intercommunale Andre Labarrere","http://www.manuscrits-medievaux.fr/resultats.aspx?fd=98 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Pau","43.300272","-0.368258","Explore","No post available","1"
"The Bodleian Library","https://digital.bodleian.ox.ac.uk/ Digitized manuscripts","Unknown","no","Unknown","no","England","Oxford","51.754061","-1.254051","Explore","No post available","0"
"Archivio di Stato di Firenze - Diplomatico","https://www.archiviodigitale.icar.beniculturali.it/it/185/ricerca/detail/7647 Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","Italy","Florence","43.769559","11.27213","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Dole&newSearch=1 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Dole","47.095382","5.49081","Explore","No post available","0"
"Eesti Ajaloomuuseum - Estonian History Museum","https://www.ra.ee/pargamendid/index.php/en/parchment/search?institution=AM&end_year=1500&q=1&sort=years Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Estonia","Tallinn","59.4525","24.81","Explore","No post available","0"
"Clonalis House","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/CLON/english/index.html?ref= Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Ireland","Castlerea","53.77025","-8.508675","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Besancon&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Besancon","47.238963","6.024054","Explore","No post available","0"
"Juleum (ehemalige Universitätsbibliothek)","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Helmstedt&repository=Ehemalige%20Universit%C3%A4tsbibliothek Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Helmstedt","52.22937","11.0052563","Explore","No post available","0"
"Fonds du Chapitre Cathedral","http://www.archinoe.net/console/ir_ead_visu.php?PHPSID=5702d0db3a44f1091a247bae7b87a37c&ir=12494# Digitized manuscripts","Unknown","no","Unknown","no","France","Bayeux","49.275469","-0.703469","Explore","No post available","0"
"St. John's College Library, University of Cambridge","http://www.joh.cam.ac.uk/library/special_collections/manuscripts/medieval_manuscripts/ Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","England","Cambridge","52.207738","0.117867","Explore","No post available","0"
"Johns Hopkins University, Institute of the History of Medicine, Historical Collection","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=34&docsPerPage=30 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","United States of America","Baltimore","39.299053","-76.590289","Explore","No post available","1"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CHAUMONT&TOUT=true Digitized manuscripts","Unknown","no","Unknown","no","France","Chaumont","48.112953","5.14393","Explore","No post available","0"
"Smith College","https://search.digital-scriptorium.org/?f%5Binstitution_facet%5D%5B%5D=Smith+College Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","United States of America","Northampton","42.31796","-72.63790","Explore","No post available","0"
"Musee d'Art et d'Histoire","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Clamecy&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Clamecy","47.460371","3.520501","Explore","No post available","0"
"American Academy in Rome","https://search.digital-scriptorium.org/?f%5Binstitution_facet%5D%5B%5D=American+Academy+in+Rome Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Italy","Rome","41.8877","12.4626","Explore","No post available","0"
"Santa Maria della Fava","http://smcfava.regione.veneto.it/pages/index_man_per.htm Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Italy","Venice","45.436991","12.337935","Explore","No post available","0"
"Museum Huis Simon van Gijn","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=dordrecht+museum&author=Type+in+query...+%28autocompleted Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Netherlands","Dordrecht","51.816481","4.663817","Explore","No post available","0"
"University of Manchester Library: The John Rylands Library","https://luna.manchester.ac.uk/luna/servlet/Man4MedievalVC~4~4 Digitized manuscripts","Unknown","no","All Rights Reserved, some images: Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","no","England","Manchester","53.480274","-2.24876","Explore","No post available","0"
"The Library of The Jewish Theological Seminary","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=39&docsPerPage=30 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","United States of America","New York","40.811742","-73.960611","Explore","No post available","1"
"National Library of New Zealand","https://www.flickr.com/photos/nationallibrarynz_commons/sets/72157625795521244/with/5343925075/ Digitized manuscripts","Unknown","no","Unknown","no","New Zealand","Thorndon","-41.274737","174.777852","Explore","No post available","0"
"Abo Akademis bibliotek","http://bibbild.abo.fi/hereditas/tammela.html Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Finland","Turku","60.452393","22.278464","Explore","No post available","0"
"Bibliotheque de Genève","https://www.e-codices.unifr.ch/en/list/bge Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","Switzerland","Geneva","46.198816","6.14508","Explore","No post available","0"
"Universitätsbibliothek","http://www.ubs.sbg.ac.at/sosa/webseite/hsskat.htm Digitized manuscripts","Unknown","no","Unknown","no","Austria","Salzburg","47.798829","13.041252","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Avranches&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Avranches","48.686825","-1.36166","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=TARBES&TOUT=true Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Tarbes","43.232951","0.078082","Explore","No post available","0"
"Bibliotheque Mazarine","https://bibnum.institutdefrance.fr/records/?search=&sort=Title,_score&perpage=10&page=1&&page=1&refine[Localisation][]=Biblioth%C3%A8que+Mazarine#facet_Localisation Digitized manuscripts","Unknown","yes","Unknown","no","France","Paris","48.857308","2.336891","Explore","No post available","0"
"Parker Library, Corpus Christi College","https://parker.stanford.edu/parker/ Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","England","Cambridge","52.205068","0.10776","Explore","No post available","0"
"Gemeindearchiv Urnäsch","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Urn%C3%A4sch%2C+Gemeindearchiv+Urn%C3%A4sch Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Urnäsch","47.317086","9.283246","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=LYON&TOUT=true Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Lyon","45.737075","4.867983","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CHERBOURG&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Cherbourg","49.636675","-1.622875","Explore","No post available","0"
"Finnish Literature Society","https://www.codicesfennici.fi/?language=en Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Finland","Helsinki","60.170153","24.956232","Explore","No post available","0"
"Archives Departementales de la Haute-Savoie","https://archives.hautesavoie.fr/ Digitized manuscripts","Unknown","no","Unknown","no","France","Haute Savoie","45.917211","6.127757","Explore","No post available","1"
"Johns Hopkins University, John Work Garrett Library","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=31&docsPerPage=30 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","United States of America","Baltimore","39.348333","-76.621111","Explore","No post available","1"
"Bibliotheque cantonale jurassienne","https://www.e-codices.unifr.ch/en/list/bcj Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Porrentruy","46.891228","7.07466","Explore","No post available","0"
"Archivio Parrocchiale","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets[collection_facet][]=Dalpe%2C+Archivio+parrocchiale Digitized manuscripts","Unknown","yes","Unknown","no","Switzerland","Dalpe","46.477356","8.772834","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Alencon&newSearch=1 Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","France","Alencon","48.431603","0.083669","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CHAMBERY&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Chambery","45.596794","5.915154","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Tournus&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Tournus","46.561617","4.911953","Explore","No post available","0"
"Universitaire Bibliotheken Leiden","https://digitalcollections.universiteitleiden.nl/westernmedievalmanuscripts Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","yes","Attribution 4.0 International (CC BY 4.0)","yes","Netherlands","Leiden","52.157513","4.481256","Explore","No post available","0"
